0.95,0.24,0.16
0.94,0.25,0.15
0.95,0.21,0.14
0.96,0.20,0.12
0.96,0.19,0.13
0.95,0.20,0.13
0.95,0.19,0.15
0.96,0.21,0.15
0.95,0.20,0.15
0.95,0.18,0.13
0.95,0.17,0.13
0.96,0.17,0.14
0.96,0.18,0.16
0.95,0.19,0.14
0.94,0.19,0.16
0.96,0.18,0.14
0.95,0.18,0.12
0.96,0.18,0.12
0.97,0.20,0.14
1.01,0.21,0.14
1.13,0.21,0.15
1.13,0.16,0.14
0.98,0.09,0.12
0.82,0.07,0.11
0.70,0.08,0.12
0.59,0.10,0.12
0.37,0.08,0.08
1.22,0.16,0.23
2.00,0.76,0.40
0.53,0.24,-0.38
0.70,0.38,0.04
0.97,0.40,0.20
0.86,0.25,0.17
1.03,0.15,0.18
0.97,0.04,0.14
0.96,-0.06,0.09
0.98,0.03,0.08
1.06,0.24,0.12
1.18,0.36,0.15
1.07,0.21,0.10
0.89,0.06,0.05
0.67,-0.01,-0.01
0.56,0.02,0.03
0.31,0.00,0.08
1.27,0.20,0.27
1.71,0.93,0.08
0.79,0.00,-0.22
0.98,0.31,0.26
1.01,0.27,0.27
0.89,0.16,0.14
0.86,0.20,0.07
0.92,0.19,-0.19
0.96,0.29,-0.01
0.98,0.39,0.11
1.11,0.27,0.12
1.19,0.16,0.11
1.19,0.04,0.06
1.01,-0.10,-0.05
0.75,-0.04,0.02
0.63,0.11,0.12
0.40,0.12,0.11
0.15,0.05,0.09
1.47,0.43,0.32
1.68,0.42,-0.60
0.56,-0.09,0.08
0.94,-0.00,0.31
1.15,0.24,0.34
0.86,0.41,0.17
0.67,0.41,-0.33
0.90,0.24,-0.27
1.04,0.31,0.02
1.15,0.23,0.14
1.18,0.13,0.15
1.13,0.06,0.15
0.93,0.00,0.10
0.70,-0.00,0.02
0.52,0.04,0.01
0.33,0.04,0.09
0.74,0.23,0.22
2.00,1.13,0.24
0.93,-0.13,-0.32
0.97,0.12,0.08
1.02,0.16,0.20
0.88,0.28,0.15
0.79,0.36,-0.14
0.88,0.25,-0.14
0.97,0.26,0.11
1.00,0.28,0.11
1.04,0.29,0.07
1.12,0.28,0.11
1.23,0.18,0.12
0.93,0.05,0.09
0.67,-0.02,0.01
0.54,-0.02,0.00
0.39,0.02,0.00
0.81,0.13,0.16
2.00,0.77,0.41
0.99,0.18,-0.16
0.85,-0.07,-0.04
1.11,0.06,0.13
0.86,0.31,0.15
0.75,0.41,0.13
0.90,0.40,-0.01
1.07,0.20,-0.15
1.05,0.31,0.04
1.14,0.29,0.11
1.15,0.16,0.09
0.95,0.13,0.06
0.73,0.09,0.08
0.61,0.03,0.03
0.46,0.08,0.05
0.42,0.11,0.12
1.66,0.50,0.43
1.16,0.64,-0.11
0.76,-0.32,-0.84
1.02,0.22,0.18
0.85,0.10,0.21
0.87,0.29,0.19
0.84,0.34,0.14
0.86,0.35,-0.20
0.96,0.24,-0.15
0.99,0.35,0.03
1.09,0.30,0.14
1.20,0.22,0.12
1.16,0.11,0.06
0.91,-0.00,-0.06
0.64,0.03,0.03
0.59,0.12,0.16
0.24,0.04,0.11
0.74,0.14,0.33
2.00,1.00,0.33
0.78,-0.06,-0.25
0.94,0.24,0.02
1.01,0.45,0.19
0.89,0.32,0.06
0.89,0.28,-0.21
0.83,0.26,0.02
0.95,0.25,0.12
1.09,0.32,0.11
1.13,0.33,0.09
1.21,0.22,0.09
1.06,0.14,0.07
0.80,0.06,0.05
0.65,0.01,0.04
0.51,-0.03,0.06
0.28,0.02,0.09
1.64,0.36,0.37
1.17,0.50,0.32
0.97,0.22,-0.23
0.95,0.01,-0.32
1.14,0.37,0.12
0.89,0.37,0.19
0.88,0.25,0.05
1.04,0.14,0.02
1.15,0.28,0.09
1.01,0.28,0.12
0.86,0.18,0.11
0.83,0.10,0.13
0.77,0.04,0.17
0.62,0.11,0.14
0.45,0.10,0.06
0.83,0.21,0.15
1.85,0.77,0.36
1.23,0.23,-0.09
1.21,0.05,-0.36
1.07,0.32,0.12
0.86,0.29,0.17
0.79,0.33,0.14
0.83,0.25,0.14
0.94,0.22,0.14
0.96,0.19,0.12
0.91,0.18,0.10
0.93,0.16,0.12
0.94,0.15,0.15
0.99,0.11,0.14
0.96,0.08,0.12
0.97,0.07,0.12
0.96,0.15,0.10
0.97,0.22,0.10
0.93,0.24,0.11
0.97,0.20,0.12
0.96,0.18,0.12
0.94,0.23,0.12
0.98,0.24,0.11
1.02,0.21,0.09
1.06,0.18,0.08
1.10,0.14,0.10
0.95,0.20,0.11
0.82,0.20,0.12
0.73,0.15,0.14
0.51,0.11,0.12
0.30,0.03,0.09
1.61,0.25,0.31
1.42,0.42,0.27
1.05,0.18,-0.41
0.99,0.34,-0.11
0.89,0.43,0.14
0.77,0.36,0.15
0.83,0.25,0.11
1.00,0.16,0.08
1.06,0.15,0.03
0.94,0.22,0.05
0.86,0.22,0.09
0.96,0.22,0.13
0.99,0.19,0.15
0.98,0.14,0.15
0.98,0.09,0.14
0.95,0.06,0.13
0.95,0.11,0.11
0.95,0.21,0.12
0.97,0.27,0.13
0.94,0.24,0.10
0.96,0.18,0.07
0.95,0.22,0.10
0.95,0.23,0.11
0.94,0.18,0.13
0.96,0.16,0.15
0.96,0.14,0.16
0.96,0.16,0.17
0.96,0.16,0.15
0.94,0.18,0.14
0.96,0.21,0.14
0.95,0.22,0.13
0.97,0.19,0.11
0.97,0.19,0.11
0.97,0.20,0.13
0.96,0.17,0.14
0.96,0.17,0.15
0.96,0.17,0.13
0.96,0.16,0.11
0.97,0.18,0.12
0.96,0.19,0.13
0.96,0.21,0.14
0.95,0.18,0.13
0.96,0.18,0.13
0.96,0.21,0.13
0.95,0.22,0.13
0.96,0.20,0.13
0.96,0.19,0.12
0.96,0.21,0.12
0.96,0.20,0.11
0.96,0.18,0.13
0.95,0.18,0.13
0.97,0.18,0.13
0.95,0.17,0.12
0.96,0.18,0.13
0.96,0.20,0.13
0.96,0.19,0.13
0.96,0.18,0.12
0.96,0.18,0.14
0.96,0.18,0.13
0.96,0.20,0.14
0.96,0.20,0.10
0.96,0.19,0.12
0.96,0.19,0.12
0.95,0.19,0.12
0.96,0.18,0.14
0.95,0.19,0.13
0.96,0.19,0.12
0.94,0.19,0.12
0.94,0.18,0.14
0.97,0.19,0.13
0.96,0.19,0.13
0.96,0.18,0.12
0.96,0.18,0.12
0.96,0.19,0.13
0.96,0.18,0.12
0.95,0.19,0.14
0.95,0.19,0.12
0.96,0.18,0.13
0.95,0.18,0.13
0.97,0.17,0.14
0.97,0.19,0.14
0.94,0.18,0.12
0.95,0.18,0.13
0.94,0.21,0.14
0.94,0.19,0.14
0.97,0.18,0.14
0.97,0.19,0.12
0.96,0.18,0.13
0.97,0.16,0.13
0.95,0.15,0.11
0.96,0.19,0.13
0.99,0.23,0.14
0.88,0.25,0.16
0.86,0.22,0.19
0.95,0.22,0.23
0.89,0.21,0.21
0.95,0.09,0.21
0.98,0.13,0.07
1.06,0.33,-0.27
1.01,0.46,0.17
1.03,0.17,-0.28
0.99,0.33,-0.02
1.03,0.19,-0.13
0.99,0.26,-0.09
0.96,0.24,-0.04
0.96,0.22,0.01
0.96,0.21,0.06
0.95,0.18,0.07
0.88,0.20,0.11
0.89,0.26,0.12
0.87,0.26,0.12
0.94,0.26,0.17
0.99,0.21,0.20
0.97,0.21,0.22
0.93,0.26,0.23
0.95,0.28,0.21
0.95,0.25,0.16
0.95,0.26,0.13
0.98,0.23,0.11
0.96,0.19,0.07
0.95,0.15,-0.16
0.92,0.15,-0.04
0.97,0.17,0.09
0.96,0.15,0.13
0.96,0.14,0.12
1.05,0.25,0.08
0.99,0.35,-0.17
0.93,0.27,-0.03
0.89,0.27,0.11
0.97,0.25,0.17
0.94,0.26,0.14
0.96,0.24,0.07
0.98,0.18,0.00
0.97,0.17,0.08
0.97,0.19,0.13
0.95,0.17,0.13
0.97,0.21,0.10
0.93,0.21,0.09
0.94,0.22,0.11
0.97,0.23,0.13
0.94,0.23,0.15
0.94,0.22,0.17
0.98,0.17,0.13
1.00,0.13,0.10
0.96,0.16,0.14
0.94,0.18,0.19
0.94,0.20,0.20
0.96,0.18,0.20
1.00,0.13,0.17
0.98,0.08,0.16
0.95,0.07,0.20
0.95,0.11,0.23
0.95,0.15,0.21
0.94,0.15,0.21
0.95,0.12,0.22
0.96,0.12,0.19
0.95,0.07,0.21
0.96,0.09,0.20
0.97,0.07,0.19
0.96,0.08,0.19
0.96,0.10,0.18
0.95,0.09,0.19
0.96,0.12,0.18
0.95,0.09,0.19
0.96,0.10,0.20
0.96,0.10,0.21
0.96,0.10,0.18
0.96,0.09,0.20
0.98,0.08,0.16
0.97,0.08,0.16
0.98,0.07,0.19
0.97,0.08,0.19
0.97,0.09,0.16
0.97,0.10,0.19
0.97,0.09,0.19
0.96,0.10,0.19
0.96,0.09,0.19
0.96,0.08,0.18
0.97,0.09,0.18
0.97,0.09,0.17
0.99,0.09,0.15
0.97,0.08,0.19
0.96,0.07,0.19
0.97,0.09,0.17
0.96,0.10,0.17
0.97,0.10,0.17
0.96,0.09,0.17
0.96,0.09,0.19
0.97,0.08,0.18
0.96,0.07,0.17
0.96,0.09,0.19
0.97,0.08,0.17
0.97,0.10,0.19
0.97,0.09,0.18
0.97,0.10,0.17
0.96,0.11,0.17
0.96,0.09,0.17
0.97,0.10,0.17
0.97,0.08,0.18
0.97,0.08,0.17
0.96,0.07,0.18
0.96,0.09,0.18
0.96,0.09,0.17
0.95,0.10,0.17
0.95,0.11,0.18
0.96,0.13,0.18
0.96,0.14,0.17
0.96,0.11,0.18
0.98,0.08,0.16
0.97,0.07,0.17
0.98,0.06,0.16
0.98,0.04,0.16
0.98,0.07,0.15
0.97,0.08,0.17
0.96,0.09,0.17
0.96,0.10,0.17
0.97,0.10,0.16
0.97,0.08,0.15
0.96,0.08,0.16
0.97,0.08,0.15
0.97,0.11,0.14
0.95,0.12,0.18
0.96,0.12,0.17
0.97,0.10,0.18
0.99,0.06,0.16
0.98,0.05,0.16
0.98,0.05,0.15
0.98,0.07,0.16
0.97,0.09,0.17
0.96,0.10,0.17
0.96,0.11,0.17
0.97,0.10,0.16
0.97,0.07,0.17
0.97,0.09,0.16
0.97,0.08,0.16
0.97,0.09,0.17
0.97,0.10,0.16
0.97,0.10,0.14
0.96,0.10,0.16
0.96,0.11,0.18
0.96,0.09,0.18
0.96,0.09,0.17
0.97,0.09,0.18
0.97,0.08,0.17
0.97,0.09,0.17
0.97,0.08,0.18
0.97,0.09,0.17
0.97,0.09,0.17
0.96,0.09,0.19
0.95,0.09,0.18
0.97,0.09,0.19
0.96,0.09,0.18
0.96,0.08,0.18
0.96,0.08,0.17
0.96,0.09,0.18
0.97,0.09,0.20
0.97,0.09,0.17
0.95,0.08,0.18
0.96,0.10,0.19
0.96,0.09,0.18
0.97,0.08,0.17
0.97,0.08,0.17
0.97,0.08,0.16
0.97,0.08,0.16
0.96,0.08,0.17
0.96,0.09,0.17
0.96,0.08,0.19
0.96,0.08,0.16
0.97,0.08,0.17
0.97,0.08,0.17
0.96,0.10,0.17
0.97,0.09,0.16
0.97,0.09,0.18
0.97,0.09,0.18
0.96,0.09,0.18
0.96,0.08,0.16
0.97,0.08,0.17
0.97,0.09,0.19
0.96,0.10,0.17
0.97,0.09,0.18
0.96,0.08,0.17
0.97,0.08,0.17
0.97,0.09,0.18
0.97,0.09,0.18
0.96,0.08,0.17
0.96,0.07,0.18
0.97,0.08,0.18
0.97,0.09,0.17
0.96,0.08,0.18
0.97,0.10,0.18
0.96,0.10,0.19
0.97,0.09,0.17
0.97,0.09,0.17
0.96,0.09,0.17
0.97,0.09,0.17
0.96,0.08,0.17
0.95,0.08,0.16
0.97,0.08,0.17
0.96,0.07,0.18
0.97,0.09,0.18
0.96,0.09,0.17
0.97,0.08,0.17
0.97,0.08,0.16
0.97,0.08,0.18
0.97,0.08,0.17
0.96,0.08,0.17
0.97,0.09,0.17
0.96,0.09,0.17
0.96,0.09,0.17
0.97,0.10,0.19
0.98,0.10,0.18
0.96,0.08,0.16
0.97,0.06,0.18
0.97,0.08,0.18
0.96,0.08,0.17
0.96,0.09,0.19
0.97,0.09,0.19
0.96,0.10,0.18
0.97,0.09,0.16
0.96,0.08,0.17
0.97,0.08,0.17
0.97,0.09,0.18
0.96,0.09,0.18
0.97,0.08,0.18
0.96,0.09,0.18
0.97,0.09,0.18
0.96,0.09,0.18
0.97,0.10,0.17
0.97,0.09,0.18
0.97,0.09,0.18
0.96,0.07,0.18
0.97,0.08,0.18
0.97,0.09,0.19
0.97,0.08,0.17
0.96,0.08,0.17
0.97,0.08,0.18
0.97,0.08,0.16
0.97,0.09,0.18
0.97,0.08,0.16
0.97,0.08,0.17
0.97,0.07,0.18
0.96,0.07,0.18
0.97,0.08,0.20
0.97,0.08,0.17
0.96,0.07,0.17
0.97,0.08,0.17
0.96,0.09,0.17
0.97,0.08,0.18
0.97,0.09,0.17
0.96,0.08,0.18
0.97,0.08,0.18
0.96,0.07,0.18
0.97,0.07,0.19
0.97,0.09,0.17
0.97,0.08,0.19
0.97,0.07,0.19
0.96,0.09,0.18
0.96,0.08,0.17
0.97,0.08,0.17
0.97,0.08,0.18
0.96,0.08,0.17
0.97,0.08,0.19
0.97,0.08,0.17
0.97,0.07,0.18
0.97,0.08,0.17
0.97,0.08,0.17
0.97,0.08,0.17
0.97,0.07,0.17
0.96,0.07,0.18
0.96,0.08,0.20
0.96,0.08,0.18
0.96,0.08,0.17
0.96,0.08,0.17
0.96,0.07,0.17
0.97,0.08,0.18
0.96,0.09,0.18
0.97,0.08,0.19
0.97,0.08,0.18
0.95,0.08,0.19
0.97,0.09,0.18
0.96,0.08,0.18
0.96,0.08,0.18
0.96,0.07,0.18
0.97,0.08,0.17
0.96,0.08,0.17
0.97,0.08,0.17
0.96,0.07,0.18
0.97,0.07,0.18
0.96,0.08,0.17
0.96,0.10,0.18
0.96,0.08,0.17
0.97,0.06,0.17
0.97,0.07,0.18
0.97,0.07,0.20
0.97,0.07,0.17
0.97,0.07,0.19
0.97,0.08,0.18
0.96,0.07,0.18
0.97,0.08,0.17
0.96,0.08,0.18
0.96,0.07,0.18
0.97,0.07,0.17
0.97,0.07,0.19
0.97,0.08,0.18
0.97,0.08,0.18
0.97,0.08,0.18
0.98,0.08,0.17
0.97,0.08,0.19
0.97,0.08,0.19
0.98,0.08,0.19
0.97,0.08,0.18
0.97,0.09,0.18
0.96,0.09,0.18
0.97,0.09,0.19
0.96,0.08,0.18
0.96,0.08,0.18
0.97,0.09,0.18
0.97,0.08,0.19
0.97,0.08,0.19
0.96,0.06,0.18
0.96,0.07,0.17
0.97,0.09,0.18
0.96,0.09,0.19
0.96,0.09,0.18
0.97,0.08,0.19
0.96,0.09,0.17
0.96,0.07,0.17
0.97,0.06,0.18
0.96,0.08,0.17
0.96,0.06,0.19
0.97,0.08,0.18
0.97,0.09,0.17
0.97,0.08,0.17
0.96,0.06,0.17
0.96,0.06,0.18
0.97,0.07,0.17
0.97,0.08,0.18
0.97,0.07,0.19
0.96,0.07,0.17
0.97,0.08,0.17
0.96,0.07,0.18
0.97,0.08,0.16
0.97,0.07,0.18
0.97,0.07,0.19
0.96,0.07,0.17
0.96,0.08,0.19
0.96,0.08,0.18
0.97,0.07,0.18
0.96,0.08,0.18
0.97,0.07,0.19
0.97,0.07,0.17
0.97,0.08,0.18
0.97,0.08,0.18
0.98,0.07,0.18
0.97,0.07,0.18
0.96,0.07,0.19
0.97,0.07,0.18
0.96,0.07,0.19
0.97,0.07,0.19
0.95,0.08,0.18
0.97,0.08,0.19
0.96,0.07,0.17
0.96,0.07,0.18
0.97,0.07,0.18
0.97,0.08,0.17
0.96,0.07,0.18
0.97,0.06,0.18
0.96,0.07,0.18
0.96,0.06,0.19
0.97,0.08,0.18
1.00,0.08,0.15
0.96,0.07,0.18
0.97,0.08,0.19
0.97,0.09,0.19
0.96,0.07,0.19
0.96,0.08,0.18
0.97,0.07,0.19
0.96,0.06,0.19
0.97,0.05,0.17
0.96,0.07,0.17
0.97,0.08,0.17
0.96,0.06,0.18
0.97,0.06,0.19
0.97,0.06,0.18
0.97,0.06,0.18
0.98,0.06,0.18
0.97,0.07,0.17
0.96,0.08,0.18
0.96,0.07,0.18
0.96,0.07,0.18
0.97,0.06,0.16
0.97,0.06,0.16
0.98,0.05,0.16
0.97,0.04,0.17
0.97,0.06,0.16
0.97,0.07,0.17
0.97,0.07,0.16
0.97,0.07,0.19
0.96,0.06,0.16
0.96,0.06,0.16
0.97,0.06,0.16
0.97,0.06,0.17
0.97,0.06,0.19
0.97,0.06,0.18
0.98,0.06,0.17
0.97,0.05,0.17
0.97,0.06,0.18
0.98,0.07,0.17
0.97,0.05,0.17
0.96,0.07,0.18
0.96,0.07,0.18
0.97,0.06,0.18
0.96,0.06,0.16
0.96,0.05,0.18
0.97,0.06,0.19
0.96,0.06,0.19
0.96,0.06,0.18
0.98,0.05,0.19
0.97,0.06,0.17
0.97,0.05,0.17
0.96,0.05,0.16
0.96,0.05,0.19
0.97,0.06,0.18
0.97,0.07,0.18
0.97,0.07,0.16
0.97,0.05,0.19
0.97,0.05,0.17
0.97,0.06,0.18
0.98,0.06,0.17
0.97,0.05,0.19
0.98,0.06,0.17
0.97,0.05,0.19
0.98,0.05,0.18
0.97,0.06,0.18
0.97,0.06,0.18
0.97,0.06,0.18
0.97,0.05,0.17
0.97,0.05,0.18
0.97,0.06,0.17
0.97,0.06,0.18
0.96,0.05,0.18
0.97,0.06,0.19
0.96,0.06,0.19
0.97,0.06,0.17
0.97,0.06,0.16
0.97,0.05,0.16
0.97,0.06,0.17
0.96,0.07,0.17
0.97,0.06,0.18
0.97,0.05,0.17
0.96,0.04,0.18
0.97,0.05,0.17
0.97,0.04,0.18
0.97,0.06,0.17
0.98,0.05,0.16
0.96,0.05,0.18
0.97,0.05,0.17
0.97,0.06,0.18
0.98,0.05,0.17
0.97,0.05,0.17
0.97,0.05,0.17
0.97,0.06,0.17
0.96,0.05,0.17
0.96,0.05,0.17
0.97,0.06,0.17
0.97,0.06,0.17
0.97,0.06,0.18
0.97,0.05,0.16
0.97,0.05,0.19
0.97,0.05,0.18
0.98,0.05,0.17
0.98,0.04,0.17
0.97,0.04,0.18
0.97,0.06,0.18
0.97,0.06,0.16
0.96,0.05,0.18
0.97,0.05,0.17
0.97,0.04,0.17
0.97,0.05,0.16
0.97,0.05,0.18
0.97,0.05,0.17
0.96,0.05,0.17
0.97,0.05,0.18
0.97,0.06,0.17
0.97,0.05,0.16
0.96,0.05,0.16
0.97,0.05,0.17
0.97,0.05,0.18
0.97,0.05,0.17
0.97,0.05,0.17
0.98,0.06,0.17
0.97,0.06,0.17
0.97,0.05,0.17
0.98,0.05,0.16
0.97,0.06,0.17
0.97,0.06,0.17
0.97,0.05,0.17
0.97,0.04,0.17
0.97,0.05,0.17
0.97,0.05,0.16
0.97,0.05,0.17
0.97,0.06,0.17
0.97,0.06,0.17
0.96,0.04,0.18
0.98,0.05,0.18
0.98,0.05,0.17
0.96,0.05,0.16
0.96,0.05,0.17
0.97,0.05,0.17
0.96,0.05,0.16
0.97,0.04,0.17
0.98,0.04,0.17
0.97,0.05,0.17
0.97,0.05,0.17
0.98,0.05,0.18
0.97,0.04,0.17
0.97,0.04,0.17
0.96,0.03,0.18
0.96,0.03,0.17
0.97,0.05,0.17
0.97,0.04,0.18
0.97,0.05,0.17
0.98,0.05,0.17
0.98,0.05,0.18
0.97,0.04,0.17
0.96,0.05,0.18
0.97,0.05,0.16
0.97,0.05,0.17
0.97,0.04,0.16
0.97,0.05,0.17
0.97,0.06,0.18
0.97,0.07,0.18
0.97,0.05,0.17
0.97,0.04,0.17
0.96,0.03,0.18
0.98,0.03,0.16
